year,Base case diesel consumed,Modeled diesel efficiency
2019,41241.7071011,37492.461001
2020,41156.8476215,37415.3160196
2021,41156.8476215,37415.3160196
2022,41156.8476215,37415.3160196
2023,41156.8476215,37415.3160196
2024,41071.9881419,37338.1710381
2025,41156.8476215,37415.3160196
2026,41156.8476215,37415.3160196
2027,41156.8476215,37415.3160196
2028,41241.7071011,37492.461001
2029,41241.7071011,37492.461001
2030,41326.5665808,37569.6059825
2031,41326.5665808,37569.6059825
2032,41411.4260604,37646.750964
2033,41411.4260604,37646.750964
2034,41411.4260604,37646.750964
2035,41496.28554,37723.8959455
2036,41581.1450197,37801.040927
2037,41496.28554,37723.8959455
2038,41496.28554,37723.8959455
