year,Base case cost,Modeled non-residential energy efficiency
2017,480037.678219,480535.430826
2018,512760.487469,509615.054235
2019,555611.785295,548067.137865
2020,575868.76245,565695.326322
2021,589892.823557,577596.892023
2022,600021.312134,585928.088996
2023,607812.457193,592126.23874
2024,613266.258735,596190.783642
2025,620278.289288,601715.91038
2026,628848.548854,608701.087169
2027,635860.579407,614270.009721
2028,642093.495454,619141.117132
2029,649884.640514,625470.752867
2030,654559.327549,628944.755817
2031,663129.587115,636033.169857
