year,Base case cost,Modeled diesel efficiency
2019,212394.791571,370985.218135
2020,222658.545632,376146.394802
2021,230066.778204,378809.365705
2022,235417.168395,379697.00329
2023,239532.853157,379555.377188
2024,241914.010156,377927.919162
2025,246117.948777,378046.413771
2026,250645.202015,378545.626103
2027,254349.318301,378381.293181
2028,258173.086453,378408.509151
2029,262297.257163,378789.652834
2030,265316.557449,378245.308767
2031,269862.479772,379165.892638
2032,274971.869041,380674.002166
2033,279527.125908,381751.873453
2034,284496.497035,383278.007696
2035,287984.221648,383527.303262
2036,293562.883839,385745.920617
2037,295868.515901,385055.920744
2038,300848.070165,386862.056798
