year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,6295.03,427380.0,427380.0
2004,,6295.03,414180.0,414180.0
2005,,6295.03,425380.0,425380.0
2006,,6295.03,187180.0,187180.0
2007,,6295.03,105200.0,105200.0
2008,,6295.03,0.0,0.0
2009,,6295.03,0.0,0.0
2010,,6295.03,86465.0,86465.0
2011,,6295.03,237380.0,237380.0
2012,,6295.03,554110.0,554110.0
2013,,6295.03,548923.0,548923.0
2014,,6295.03,503002.0,503002.0
2015,,6295.03,463849.0,463849.0
2016,start of forecast,6295.03,485000.0,485000.0
2017,,6295.03,485000.0,485000.0
2018,,6295.03,485000.0,485000.0
2019,,6295.03,486000.0,486000.0
2020,,6295.03,485000.0,485000.0
2021,,6295.03,485000.0,485000.0
2022,,6295.03,485000.0,485000.0
2023,,6295.03,485000.0,485000.0
2024,,6295.03,484000.0,484000.0
2025,,6295.03,485000.0,485000.0
2026,,6295.03,485000.0,485000.0
2027,,6295.03,485000.0,485000.0
2028,,6295.03,486000.0,486000.0
2029,,6295.03,486000.0,486000.0
2030,,6295.03,487000.0,487000.0
2031,,6295.03,487000.0,487000.0
2032,,6295.03,488000.0,488000.0
2033,,6295.03,488000.0,488000.0
2034,,6295.03,488000.0,488000.0
2035,,6295.03,489000.0,489000.0
2036,,6295.03,490000.0,490000.0
2037,,6295.03,489000.0,489000.0
2038,,6295.03,489000.0,489000.0
2039,,6295.03,489000.0,489000.0
2040,,6295.03,489000.0,489000.0
