year,Base case cost,Modeled residential energy efficiency
2017,344679.857665,338145.908306
2018,366099.312965,355950.873151
2019,394148.599668,379533.814397
2020,407408.262473,390287.684591
2021,416588.02903,397515.357251
2022,423217.860433,402545.455779
2023,428317.730743,406263.598977
2024,431887.639959,408669.386343
2025,436477.523238,411977.499036
2026,442087.380579,416187.555104
2027,446677.263857,419527.123743
2028,450757.160105,422438.855149
2029,455857.030415,426251.436966
2030,458916.9526,428306.435095
2031,464526.809941,432590.640382
2032,455620.109755,422372.09175
2033,461055.040783,426508.65441
2034,466984.05645,431085.493273
2035,470442.648923,433539.627431
2036,476371.66459,438141.876207
