year,Base case diesel consumed,Modeled residential ashp
2017,35896.104643,4603.46984425
2018,35896.104643,4603.46984425
2019,35896.104643,4603.46984425
2020,35896.104643,4603.46984425
2021,35896.104643,4603.46984425
2022,35896.104643,4603.46984425
2023,35896.104643,4603.46984425
2024,35896.104643,4603.46984425
2025,35896.104643,4603.46984425
2026,35896.104643,4603.46984425
2027,35896.104643,4603.46984425
2028,35896.104643,4603.46984425
2029,35896.104643,4603.46984425
2030,35896.104643,4603.46984425
2031,35896.104643,4603.46984425
