year,Base case cost,Modeled solar power (pv)
2016,148576.219914,152643.35114
2017,172035.623058,175691.177848
2018,189321.499059,192651.967434
2019,212394.791571,215338.632462
2020,222658.545632,225373.004024
2021,230066.778204,232597.614765
2022,235417.168395,237793.798364
2023,239532.853157,241773.902433
2024,241914.010156,244037.66885
2025,246117.948777,248117.131604
2026,250645.202015,252512.998857
2027,254349.318301,256098.552621
2028,258173.086453,259811.431568
2029,262297.257163,263817.77209
2030,265316.557449,266741.116058
2031,269862.479772,271169.818076
2032,274971.869041,276164.725458
2033,279527.125908,280608.18118
2034,284496.497035,285463.75264
2035,287984.221648,288863.249927
