year,Base case diesel consumed,Modeled residential energy efficiency
2017,65723.3276711,56632.1239386
2018,65723.3276711,56632.1239386
2019,65723.3276711,56632.1239386
2020,64599.4136394,55508.2099069
2021,64599.4136394,55508.2099069
2022,63475.4996077,54384.2958752
2023,63475.4996077,54384.2958752
2024,63475.4996077,54384.2958752
2025,62351.585576,53260.3818435
2026,62351.585576,53260.3818435
2027,61227.6715443,52136.4678118
2028,61227.6715443,52136.4678118
2029,60103.7575126,51012.5537801
2030,60103.7575126,51012.5537801
2031,60103.7575126,51012.5537801
2032,58979.8434809,49888.6397484
2033,57855.9294492,48764.7257167
2034,56732.0154175,47640.811685
2035,55608.1013857,46516.8976533
2036,54484.187354,45392.9836216
