year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,63734.3,707.21,34834.13,65723.33
2018,253745.82,704.16,34834.13,65723.33
2019,206835.32,702.75,34834.13,65723.33
2020,184021.57,700.1,34834.13,64599.41
2021,222713.35,698.4,34834.13,64599.41
2022,214475.16,695.43,34834.13,63475.5
2023,216980.48,693.04,34834.13,63475.5
2024,229205.59,690.09,34834.13,63475.5
2025,231617.43,687.15,34834.13,62351.59
2026,239354.9,683.41,34834.13,62351.59
2027,246936.92,680.14,34834.13,61227.67
2028,253508.07,676.47,34834.13,61227.67
2029,256510.42,675.1,34834.13,60103.76
2030,260494.59,673.15,34834.13,60103.76
2031,269267.05,668.73,34834.13,60103.76
2032,281085.72,662.87,34834.13,58979.84
2033,292870.03,656.96,34834.13,57855.93
2034,304859.35,650.98,34834.13,56732.02
2035,316021.46,645.42,34834.13,55608.1
2036,327047.31,639.95,34834.13,54484.19
2037,338068.09,634.45,34834.13,53360.27
2038,347609.81,629.68,34834.13,53360.27
2039,360864.63,623.06,34834.13,52236.36
2040,373004.24,617.04,34834.13,51112.45
