year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,101264.0,92186.7370287
2018,101261.0,92183.7370287
2019,101260.0,92182.7370287
2020,100133.0,91055.7370287
2021,100131.0,91053.7370287
2022,99004.0,89926.7370287
2023,99002.0,89924.7370287
2024,98999.0,89921.7370287
2025,97873.0,88795.7370287
2026,97869.0,88791.7370287
2027,96742.0,87664.7370287
2028,96738.0,87660.7370287
2029,95613.0,86535.7370287
2030,95611.0,86533.7370287
2031,95607.0,86529.7370287
2032,94477.0,85399.7370287
2033,93347.0,84269.7370287
2034,92217.0,83139.7370287
2035,91087.0,82009.7370287
2036,89958.0,80880.7370287
