year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,20760.42,5390.21,22833.73,8291.1
2018,20672.08,5390.03,22833.73,7358.47
2019,20672.08,5389.85,22833.73,7358.47
2020,20672.08,5389.66,22833.73,7358.47
2021,20672.08,5389.45,22833.73,7358.47
2022,20583.73,5389.33,22833.73,7358.47
2023,20583.73,5388.99,22833.73,7358.47
2024,20583.73,5388.77,22833.73,7358.47
2025,20495.39,5388.25,22833.73,7358.47
2026,20407.05,5387.96,22833.73,7358.47
2027,20407.05,5387.54,22833.73,7358.47
2028,20318.71,5386.82,22833.73,7358.47
2029,20318.71,5386.7,22833.73,7358.47
2030,20230.36,5386.23,22833.73,7358.47
2031,20142.02,5385.72,22833.73,7358.47
2032,20053.68,,,7358.47
2033,19877.0,,,7358.47
2034,19700.31,,,7358.47
2035,19611.97,,,6425.85
2036,19523.63,,,6425.85
