year,annotation,Diesel Price ($/gal),Heating Fuel ($/gal)
2000,,,1.68
2004,,1.82,2.05
2005,,2.18,3.12
2006,,2.51,2.9
2008,,3.48,5.12
2009,,3.6,6.0
2010,,3.04,4.73
2011,,3.17,4.77
2012,,3.94,4.96
2013,,4.53,4.92
2014,,,4.92
2016,start of forecast,2.22,3.4
2017,,2.54,3.72
2018,,2.76,3.94
2019,,3.06,4.24
2020,,3.19,4.37
2021,,3.29,4.47
2022,,3.36,4.54
2023,,3.4,4.58
2024,,3.44,4.62
2025,,3.49,4.67
2026,,3.55,4.73
2027,,3.59,4.77
2028,,3.63,4.81
2029,,3.68,4.86
2030,,3.72,4.9
2031,,3.77,4.95
2032,,3.83,5.01
2033,,3.89,5.07
2034,,3.95,5.13
2035,,3.98,5.16
2036,,4.04,5.22
2037,,4.08,5.26
2038,,4.14,5.32
2039,,4.18,5.36
2040,,4.25,5.43
