year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,726186.96,8669.54,63194.6,4848.79
2018,726116.1,8669.44,63194.6,4848.79
2019,726116.1,8669.35,63194.6,4848.79
2020,726045.25,8669.25,63194.6,4848.79
2021,726045.25,8669.12,63194.6,4848.79
2022,725974.4,8668.98,63194.6,4848.79
2023,725903.54,8668.81,63194.6,3776.06
2024,725832.69,8668.64,63194.6,3776.06
2025,725832.69,8668.46,63194.6,3776.06
2026,725761.83,8668.26,63194.6,3776.06
2027,725690.98,8668.05,63194.6,3776.06
2028,725620.12,8667.83,63194.6,3776.06
2029,725549.27,8667.66,63194.6,3776.06
2030,725478.41,8667.46,63194.6,3776.06
2031,725407.56,8667.23,63194.6,3776.06
2032,725265.85,,,3776.06
2033,725195.0,,,3776.06
2034,725124.14,,,2703.34
2035,724982.43,,,2703.34
2036,724911.58,,,2703.34
