year,Base case cost,Modeled biomass for heat (cordwood)
2017,221864.512719,261303.680633
2018,238927.162719,273920.083267
2019,263573.212719,292143.775962
2020,274948.312719,300554.711052
2021,283163.662719,306629.275283
2022,289483.162719,311302.017
2023,293906.812719,314572.936201
2024,297066.562719,316909.30706
2025,301490.212719,320180.226261
2026,306545.812719,323918.419634
2027,310969.462719,327189.338836
2028,314129.212719,329525.709694
2029,319184.812719,333263.903068
2030,322344.562719,335600.273926
2031,327400.162719,339338.467299
2032,,
2033,,
2034,,
2035,,
2036,,
