year,Base case cost,Modeled non-residential energy efficiency
2017,144658.542123,212954.667315
2018,167325.782176,234164.685528
2019,200067.351143,264801.378501
2020,215178.844512,278941.390643
2021,226092.700834,289153.621635
2022,234487.974928,297009.183935
2023,240364.666794,302508.077546
2024,244562.303841,306435.858697
2025,250438.995707,311934.752307
2026,257155.214982,318219.202148
2027,263031.906847,323718.095759
2028,267229.543894,327645.876909
2029,273945.76317,333930.32675
2030,278143.400217,337858.107901
2031,284859.619492,344142.557741
