year,Base case cost,Modeled water and wastewater efficiency
2017,590.093741709,-1006.46654795
2018,5097.8103425,2140.27852983
2019,11608.6721724,6685.35489036
2020,14613.6565449,8783.09153264
2021,16783.8691234,10298.1090542
2022,18453.1987966,11463.4792751
2023,19621.6687103,12279.2240416
2024,20456.2317638,12861.882062
2025,21624.5731247,13677.5457246
2026,22959.7480567,14609.6734415
2027,24127.9135231,15425.2252178
2028,24962.1953129,16007.704735
2029,26297.1539382,16939.6697981
2030,27131.334296,17522.0680812
2031,28466.0692555,18453.8955415
