year,Base case cost,Modeled residential energy efficiency
2017,198617.321846,195920.265606
2018,209833.221952,205499.779742
2019,225255.084597,218843.059682
2020,232615.519041,225001.63389
2021,237522.475338,228980.17904
2022,241377.940999,232029.696584
2023,243831.419147,233837.159667
2024,245934.400417,235340.773468
2025,248738.375443,237478.748203
2026,251892.847348,239938.072132
2027,254346.325496,241780.124888
2028,256449.306766,243317.517667
2029,259603.778671,245801.286402
2030,261356.263062,247041.5976
2031,264510.734967,249540.722917
2032,281389.503223,265771.554004
2033,284705.839915,268447.189286
2034,288390.658462,271460.682434
2035,290601.54959,273157.909359
2036,294286.368137,276185.041893
