year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,38952.17,305992.97,101639.07,16405.9,59912.23,96978.25
2018,41477.83,325894.34,107460.79,17327.77,63244.71,102372.43
2019,44953.3,353258.72,115465.65,18591.88,67826.86,109789.43
2020,46600.98,366318.99,119286.16,19208.29,70013.79,113329.36
2021,47705.03,375025.84,121833.16,19612.53,71471.75,115689.32
2022,48572.29,381866.93,123834.37,19930.37,72617.29,117543.57
2023,49103.05,386220.35,125107.88,20157.54,73346.27,118723.54
2024,49577.03,389951.86,126199.45,20329.78,73971.1,119734.95
2025,50208.28,394927.2,127654.88,20560.28,74804.22,121083.5
2026,50920.89,400524.46,129292.24,20816.69,75741.48,122600.61
2027,51471.75,404877.89,130565.74,21020.12,76470.46,123780.59
2028,51943.39,408609.39,131657.31,21195.08,77095.3,124792.0
2029,52653.57,414206.65,133294.67,21454.34,78032.56,126309.11
2030,53041.09,417316.24,134204.31,21606.58,78553.26,127151.95
2031,53751.95,422913.5,135841.67,21865.03,79490.51,128669.07
2032,,,145003.98,,,136385.52
2033,,,146730.96,,,137974.88
2034,,,148649.83,,,139740.83
2035,,,149801.15,,,140800.4
2036,,,151720.01,,,142566.35
