year,annotation,diesel generation efficiency
2002,,8.36
2003,,8.53
2004,,8.4
2005,,8.17
2006,,10.18
2007,,9.95
2008,,9.45
2009,,9.64
2010,,9.77
2011,,10.1
2012,,8.82
2013,,3.89
2014,,9.34
2015,,9.2
2016,start of forecast,7.47
2017,,7.47
2018,,7.47
2019,,7.47
2020,,7.47
2021,,7.47
2022,,7.47
2023,,7.47
2024,,7.47
2025,,7.47
2026,,7.47
2027,,7.47
2028,,7.47
2029,,7.47
2030,,7.47
2031,,7.47
2032,,7.47
2033,,7.47
2034,,7.47
2035,,7.47
2036,,7.47
2037,,7.47
2038,,7.47
2039,,7.47
2040,,7.47
