year,Base case cost,Modeled water and wastewater efficiency
2017,55358.072378,41583.3909073
2018,58805.5946587,43823.6527728
2019,63545.1845079,46940.1591039
2020,65809.2731931,48384.9437731
2021,67317.5580776,49319.313625
2022,68502.6582335,50036.9986296
2023,69260.5962984,50469.9406494
2024,69906.810277,50826.7000564
2025,70768.5556065,51331.2682925
2026,71737.5836425,51910.003929
2027,72491.8638633,52345.6546039
2028,73138.4714784,52710.2283624
2029,74107.9107214,53294.7888331
2030,74647.6732503,53591.0335368
2031,75616.9797463,54178.7389426
