year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,15385.19,7916.86,62191.77,18192.87
2018,15385.19,7915.39,62191.77,18192.87
2019,15385.19,7914.1,62191.77,18192.87
2020,15385.19,7911.68,62191.77,18192.87
2021,15385.19,7911.08,62191.77,18192.87
2022,15385.19,7910.6,62191.77,18192.87
2023,15385.19,7906.9,62191.77,18192.87
2024,15385.19,7906.83,62191.77,18192.87
2025,15385.19,7906.63,62191.77,18192.87
2026,15385.19,7906.78,62191.77,18192.87
2027,15385.19,7906.38,62191.77,18192.87
2028,15385.19,7905.97,62191.77,18192.87
2029,15385.19,7905.76,62191.77,18192.87
2030,15385.19,7904.6,62191.77,18192.87
2031,15385.19,7904.52,62191.77,18192.87
2032,15385.19,,,19188.66
2033,15385.19,,,19188.66
2034,15385.19,,,19188.66
2035,15385.19,,,19188.66
2036,15251.41,,,19188.66
