year,Base case cost,Modeled non-residential energy efficiency
2017,365905.202808,430321.225007
2018,389139.042961,450813.781359
2019,421085.573171,479738.053177
2020,436332.780771,492628.670073
2021,446497.585838,500668.324826
2022,454484.218391,506651.959885
2023,459566.620924,509879.634951
2024,463922.965953,512447.356822
2025,469731.425991,516451.15425
2026,476265.943534,521191.152793
2027,481348.346067,524569.536652
2028,485704.691096,527284.435081
2029,492239.208639,532130.940765
2030,495869.496163,534215.373191
2031,502404.013706,539128.788206
