year,Base case diesel consumed,Modeled non-residential ashp
2017,62191.7707212,43534.2395235
2018,62191.7707212,43534.2395235
2019,62191.7707212,43534.2395235
2020,62191.7707212,43534.2395235
2021,62191.7707212,43534.2395235
2022,62191.7707212,43534.2395235
2023,62191.7707212,43534.2395235
2024,62191.7707212,43534.2395235
2025,62191.7707212,43534.2395235
2026,62191.7707212,43534.2395235
2027,62191.7707212,43534.2395235
2028,62191.7707212,43534.2395235
2029,62191.7707212,43534.2395235
2030,62191.7707212,43534.2395235
2031,62191.7707212,43534.2395235
