year,Base case diesel consumed,Modeled diesel efficiency
2019,15385.1900392,13986.5363993
2020,15385.1900392,13986.5363993
2021,15385.1900392,13986.5363993
2022,15385.1900392,13986.5363993
2023,15385.1900392,13986.5363993
2024,15385.1900392,13986.5363993
2025,15385.1900392,13986.5363993
2026,15385.1900392,13986.5363993
2027,15385.1900392,13986.5363993
2028,15385.1900392,13986.5363993
2029,15385.1900392,13986.5363993
2030,15385.1900392,13986.5363993
2031,15385.1900392,13986.5363993
2032,15385.1900392,13986.5363993
2033,15385.1900392,13986.5363993
2034,15385.1900392,13986.5363993
2035,15385.1900392,13986.5363993
2036,15251.405778,13864.9143437
2037,15251.405778,13864.9143437
2038,15251.405778,13864.9143437
