year,Base case cost,Modeled non-residential energy efficiency
2017,960722.252149,1149396.56388
2018,1024897.09368,1204555.23027
2019,1113137.50077,1282604.47127
2020,1153246.77673,1315258.82891
2021,1183328.73369,1338553.27506
2022,1203383.37167,1352484.90915
2023,1219427.08205,1362741.09996
2024,1231459.86484,1369319.08128
2025,1245498.11142,1377906.35317
2026,1263547.2856,1390397.01135
2027,1277585.53218,1399201.54441
2028,1289618.31497,1406214.17034
2029,1307667.48915,1419019.36739
2030,1317694.80814,1424337.59979
2031,1335743.98232,1437340.39474
