year,Base case cost,Modeled water and wastewater efficiency
2017,85030.2108707,98462.1189122
2018,91233.1178397,101899.374939
2019,99551.030604,106840.466418
2020,103522.879927,108755.473357
2021,106587.411755,110054.828
2022,108676.542405,110689.576806
2023,110373.261993,111068.40952
2024,111695.878292,111203.893218
2025,113217.28141,111497.569905
2026,115134.812663,112087.544702
2027,116790.510066,112512.779758
2028,118168.697798,112759.757119
2029,120071.769314,113391.50503
2030,121257.901475,113537.191428
2031,123201.687575,114230.631605
