year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,260683.0,219321.038063
2018,263667.0,222305.038063
2019,265161.0,223799.038063
2020,268139.0,226777.038063
2021,270377.0,229015.038063
2022,271872.0,230510.038063
2023,274105.0,232743.038063
2024,275597.0,234235.038063
2025,277090.0,235728.038063
2026,279324.0,237962.038063
2027,281564.0,240202.038063
2028,283799.0,242437.038063
2029,285291.0,243929.038063
2030,287524.0,246162.038063
2031,289018.0,247656.038063
2032,291252.0,249890.038063
2033,292748.0,251386.038063
2034,294983.0,253621.038063
2035,297218.0,255856.038063
2036,299454.0,258092.038063
