year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,1197223.0,647546.0,549677.0
2004,,1178876.0,642829.0,536047.0
2005,,1147079.0,641668.0,505411.0
2006,,1192553.0,655924.0,536629.0
2007,,1183417.0,642563.0,540854.0
2008,,1155025.0,649005.0,506020.0
2009,,1123849.0,602626.0,521223.0
2010,,1111415.0,631136.0,480279.0
2011,,1142714.0,623938.0,518776.0
2012,,1238756.0,688582.0,550174.0
2013,,1267686.0,723065.0,544621.0
2014,start of forecast,1224120.0,686263.0,537857.0
2015,,1230114.0,692257.0,537857.0
2016,,1236877.0,699020.0,537857.0
2017,,1243906.0,706049.0,537857.0
2018,,1256143.0,718286.0,537857.0
2019,,1263320.0,725463.0,537857.0
2020,,1272524.0,734667.0,537857.0
2021,,1281759.0,743902.0,537857.0
2022,,1289109.0,751252.0,537857.0
2023,,1295602.0,757745.0,537857.0
2024,,1301904.0,764047.0,537857.0
2025,,1308435.0,770578.0,537857.0
2026,,1315451.0,777594.0,537857.0
2027,,1325653.0,787796.0,537857.0
2028,,1333007.0,795150.0,537857.0
2029,,1339006.0,801149.0,537857.0
2030,,1345979.0,808122.0,537857.0
2031,,1352823.0,814966.0,537857.0
2032,,1360166.0,822309.0,537857.0
2033,,1368167.0,830310.0,537857.0
2034,,1375727.0,837870.0,537857.0
2035,,1383315.0,845458.0,537857.0
2036,,1391072.0,853215.0,537857.0
2037,,1401192.0,863335.0,537857.0
2038,,1408993.0,871136.0,537857.0
2039,,1417528.0,879671.0,537857.0
2040,,1426966.0,889109.0,537857.0
