year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,1404577
2004,,0,0,0,0,0,1421038
2005,,0,0,0,0,0,1418722
2006,,0,0,0,0,0,1432478
2007,,0,0,0,0,0,1396479
2008,,0,0,0,0,0,1421490
2009,,0,0,0,0,0,1411372
2010,,0,0,0,0,0,1371000
2011,,0,0,0,0,0,1411925
2012,,0,0,0,0,0,1479595
2013,,0,0,0,0,0,1490688
2014,start of forecast,0,0,0,0,0,1471000
2015,,0,0,0,0,0,1478000
2016,,0,0,0,0,0,1486000
2017,,0,0,0,0,0,1495000
2018,,0,0,0,0,0,1509000
2019,,0,0,0,0,0,1518000
2020,,0,0,0,0,0,1529000
2021,,0,0,0,0,0,1540000
2022,,0,0,0,0,0,1549000
2023,,0,0,0,0,0,1557000
2024,,0,0,0,0,0,1564000
2025,,0,0,0,0,0,1572000
2026,,0,0,0,0,0,1580000
2027,,0,0,0,0,0,1593000
2028,,0,0,0,0,0,1602000
2029,,0,0,0,0,0,1609000
2030,,0,0,0,0,0,1617000
2031,,0,0,0,0,0,1625000
2032,,0,0,0,0,0,1634000
2033,,0,0,0,0,0,1644000
2034,,0,0,0,0,0,1653000
2035,,0,0,0,0,0,1662000
2036,,0,0,0,0,0,1671000
2037,,0,0,0,0,0,1683000
2038,,0,0,0,0,0,1693000
2039,,0,0,0,0,0,1703000
2040,,0,0,0,0,0,1714000
