year,annotation,diesel generation efficiency
2002,,13.53
2003,,13.57
2004,,14.21
2005,,13.69
2006,,13.55
2007,,12.34
2008,,11.63
2009,,11.53
2010,,13.31
2011,,13.78
2012,,13.91
2013,,13.24
2014,start of forecast,13.64
2015,,13.64
2016,,13.64
2017,,13.64
2018,,13.64
2019,,13.64
2020,,13.64
2021,,13.64
2022,,13.64
2023,,13.64
2024,,13.64
2025,,13.64
2026,,13.64
2027,,13.64
2028,,13.64
2029,,13.64
2030,,13.64
2031,,13.64
2032,,13.64
2033,,13.64
2034,,13.64
2035,,13.64
2036,,13.64
2037,,13.64
2038,,13.64
2039,,13.64
2040,,13.64
