year,Base case cost,Modeled residential energy efficiency
2017,880709.004766,779986.352358
2018,962728.942908,843011.723735
2019,1056165.25959,911852.370553
2020,1121487.34099,964047.453566
2021,1171717.62131,1003607.20296
2022,1205794.34117,1029467.85841
2023,1243979.79397,1060467.10315
2024,1271082.7473,1081411.79655
2025,1300489.51527,1104263.73313
2026,1342134.92069,1138481.69714
2027,1380234.45621,1170176.27876
2028,1416702.6247,1200786.02666
2029,1452002.93053,1228875.87555
2030,1487170.05712,1258798.38456
2031,1523331.56777,1287885.75108
2032,1568268.42726,1325814.23618
2033,1605385.52135,1355987.18417
2034,1653794.13079,1397040.15174
2035,1693553.75334,1431402.26001
2036,1743236.47403,1473850.40891
