year,Base case cost,Modeled water and wastewater efficiency
2017,135414.46066,123420.127751
2018,144188.558134,128906.675851
2019,156037.745762,136560.806642
2020,161548.119146,139793.894606
2021,165297.166573,141808.772778
2022,168166.611258,143222.277112
2023,170145.462029,144026.191532
2024,171923.078083,144703.200939
2025,173698.423954,145391.880739
2026,176158.781608,146573.434924
2027,178192.415574,147469.223568
2028,179773.613118,148060.511351
2029,182007.096892,149120.308695
2030,183370.050187,149582.777313
2031,185833.130925,150826.780436
