year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,60565.48,1623464.02,1292794.16,74848.98,791941.37,736738.11
2018,64962.96,1741089.46,1361714.61,79225.6,838039.26,779622.7
2019,70901.13,1899883.81,1461590.8,85136.61,900271.41,840880.4
2020,73658.38,1973399.71,1511904.35,87889.74,929082.6,871262.07
2021,75534.02,2023390.52,1541470.73,89763.15,948674.2,889634.41
2022,76969.2,2061618.79,1564080.31,91197.42,963656.01,903683.85
2023,77960.28,2088084.51,1587084.68,92185.18,974028.04,917049.47
2024,78847.36,2111609.6,1601063.02,93075.72,983247.62,925729.72
2025,79733.71,2135134.69,1615041.35,93964.71,992467.2,934409.97
2026,80958.8,2167481.68,1641831.67,95199.99,1005144.12,950100.66
2027,81967.95,2193947.41,1665273.1,96224.46,1015516.14,963698.79
2028,82752.72,2214531.86,1685317.06,97020.89,1023583.27,975178.52
2029,83865.51,2243938.22,1703032.79,98141.59,1035107.75,986158.0
2030,84540.74,2261582.03,1721491.33,98829.32,1042022.43,996638.81
2031,85766.94,2293929.03,1748985.81,100066.19,1054699.35,1012704.09
