year,Base case cost,Modeled diesel efficiency
2019,1119188.31994,1299622.53455
2020,1176543.75717,1345150.28004
2021,1215688.34568,1374277.71374
2022,1245731.09791,1395282.12322
2023,1266265.12699,1407790.06385
2024,1284921.61369,1418735.50739
2025,1303179.82489,1429459.85887
2026,1328702.51635,1446925.95594
2027,1350097.68162,1460774.2021
2028,1366517.81917,1470230.99012
2029,1389805.59672,1486059.30503
2030,1403961.39821,1493711.03554
2031,1429562.30954,1511889.68926
2032,1455179.00836,1530202.10698
2033,1478522.75976,1546564.82175
2034,1506459.7685,1567217.10514
2035,1522963.14922,1577586.39191
2036,1548155.02086,1595962.91127
2037,1564676.34192,1606563.17075
2038,1592166.99507,1627239.12365
