year,Base case cost,Modeled residential energy efficiency
2017,2029532.26994,1948956.47409
2018,2141337.30653,2033552.41467
2019,2302471.20703,2160567.09547
2020,2383166.42392,2221956.78908
2021,2431105.14264,2254788.74263
2022,2467764.16283,2278514.91219
2023,2504134.14454,2304122.37833
2024,2526792.73645,2316669.40974
2025,2549451.32835,2329358.68816
2026,2591932.33492,2360493.41104
2027,2628971.88196,2387332.92059
2028,2660495.57331,2409799.64099
2029,2689190.79394,2428051.38043
2030,2718130.14846,2448694.77216
2031,2761689.89918,2481555.46742
