year,Base case diesel consumed,Modeled diesel efficiency
2019,227940.594692,207218.722447
2020,228012.356041,207283.960037
2021,228084.117389,207349.197627
2022,228155.878738,207414.435216
2023,228155.878738,207414.435216
2024,228227.640086,207479.672806
2025,228227.640086,207479.672806
2026,228299.401435,207544.910395
2027,228442.924132,207675.385575
2028,228514.685481,207740.623164
2029,228586.446829,207805.860754
2030,228658.208178,207871.098343
2031,228729.969526,207936.335933
2032,228801.730875,208001.573522
2033,228873.492223,208066.811112
2034,228945.253572,208132.048702
2035,229017.01492,208197.286291
2036,229017.01492,208197.286291
2037,229088.776269,208262.523881
2038,229088.776269,208262.523881
