year,Base case diesel consumed,Modeled residential ashp
2017,45809.7639934,-126491.372905
2018,45809.7639934,-126491.372905
2019,46024.9508708,-126276.186027
2020,46240.1377482,-126060.99915
2021,46240.1377482,-126060.99915
2022,46240.1377482,-126060.99915
2023,46455.3246256,-125845.812273
2024,46455.3246256,-125845.812273
2025,46455.3246256,-125845.812273
2026,46670.511503,-125630.625395
2027,46885.6983804,-125415.438518
2028,47100.8852578,-125200.25164
2029,47100.8852578,-125200.25164
2030,47316.0721352,-124985.064763
2031,47531.2590126,-124769.877885
