year,Base case diesel consumed,Modeled non-residential ashp
2017,112307.425624,81233.4749843
2018,112307.425624,81233.4749843
2019,113752.179326,82678.2286859
2020,113752.179326,82678.2286859
2021,115196.933027,84122.9823875
2022,115196.933027,84122.9823875
2023,116641.686729,85567.736089
2024,118086.440431,87012.4897906
2025,118086.440431,87012.4897906
2026,119531.194132,88457.2434922
2027,119531.194132,88457.2434922
2028,119531.194132,88457.2434922
2029,119531.194132,88457.2434922
2030,118086.440431,87012.4897906
2031,118086.440431,87012.4897906
