year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,129992.79,10356.39,103579.84,101960.74
2018,130396.5,10358.14,103579.84,101960.74
2019,131123.19,10361.71,103579.84,103272.39
2020,131042.44,10361.05,103579.84,103272.39
2021,131769.12,10364.78,103579.84,104584.04
2022,132495.81,10368.27,103579.84,104584.04
2023,133464.71,10372.65,103579.84,105895.69
2024,134433.62,10377.28,103579.84,107207.34
2025,135160.31,10380.85,103579.84,107207.34
2026,135483.27,10382.3,103579.84,108518.99
2027,135725.5,10383.23,103579.84,108518.99
2028,135564.02,10382.65,103579.84,108518.99
2029,135725.5,10383.35,103579.84,108518.99
2030,134998.82,10379.94,103579.84,107207.34
2031,135160.31,10380.68,103579.84,107207.34
2032,135321.79,,,108518.99
2033,135483.27,,,108518.99
2034,135241.05,,,108518.99
2035,135079.56,,,107207.34
2036,134675.85,,,107207.34
