year,Base case cost,Modeled water and wastewater efficiency
2017,111938.039288,103019.094499
2018,119594.515512,108397.834137
2019,129684.122424,115486.059724
2020,134471.956527,118849.454307
2021,137810.137885,121194.92388
2022,140273.944945,122926.151809
2023,142101.126916,124210.270374
2024,143497.736544,125191.955618
2025,145094.730379,126314.314145
2026,147309.581597,127870.506267
2027,148858.634483,128958.892103
2028,150378.870577,130026.845951
2029,152142.705548,131266.101461
2030,153169.020754,131986.675924
2031,155152.166844,133380.007024
