year,Base case diesel consumed,Modeled non-residential ashp
2017,87945.950326,74286.8713692
2018,85975.9196238,72316.840667
2019,85975.9196238,72316.840667
2020,84005.8889215,70346.8099647
2021,82035.8582193,68376.7792625
2022,82035.8582193,68376.7792625
2023,80065.8275171,66406.7485603
2024,78095.7968149,64436.7178581
2025,78095.7968149,64436.7178581
2026,76125.7661127,62466.6871559
2027,74155.7354104,60496.6564536
2028,74155.7354104,60496.6564536
2029,72185.7047082,58526.6257514
2030,70215.674006,56556.5950492
2031,70215.674006,56556.5950492
