year,Base case cost,Modeled diesel efficiency
2019,109734.580372,278880.271485
2020,117603.99251,286034.282519
2021,123097.935778,291028.776399
2022,127735.12757,295244.405301
2023,130630.612171,297876.664029
2024,133095.958269,300117.887754
2025,136453.311145,303170.026733
2026,140265.481237,306635.635907
2027,142920.348389,309049.1515
2028,145865.190415,311726.280615
2029,149264.849656,314816.879924
2030,151786.60424,317109.384092
2031,155655.182817,320626.273707
2032,159223.20993,323869.934719
2033,163112.94169,327406.054501
2034,167464.541725,331362.054533
2035,170037.4165,333701.031601
2036,174075.244332,337371.784175
2037,177114.394295,340134.647778
2038,181515.351756,344135.518197
