year,Base case cost,Modeled water and wastewater efficiency
2017,30161.7755392,56126.9777107
2018,32076.4655567,57484.9266161
2019,34727.1746409,59360.1393085
2020,35832.7165383,60161.6264151
2021,36509.2626201,60665.3033777
2022,36925.6351977,60988.6302482
2023,37086.9054532,61134.3771207
2024,37156.067261,61216.8267585
2025,37302.9213562,61354.6247962
2026,37525.1761615,61546.4903436
2027,37665.3265868,61681.0527674
2028,37722.1709264,61757.4892891
2029,37898.7733891,61923.1955142
2030,37837.5378212,61920.9189868
2031,38026.4355391,62094.8222911
