year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,21687.47,408251.46,868282.19,8474.31,115820.12,148650.45
2018,22468.16,430982.8,956197.68,9608.31,129682.92,169643.62
2019,23596.35,461582.68,1065988.18,11130.83,148344.37,197716.87
2020,23873.04,476445.48,1144643.08,11959.68,157408.51,213682.91
2021,23910.37,486936.86,1230837.93,12598.9,163806.72,227759.27
2022,23799.89,494805.4,1297182.16,13125.74,168605.38,238592.9
2023,23551.95,500051.1,1358040.64,13534.96,171804.49,247360.41
2024,23246.17,504422.51,1417474.83,13909.9,174470.41,255505.01
2025,22969.59,509668.2,1480193.13,14333.33,177669.52,264575.2
2026,22717.85,515788.18,1562743.64,14807.33,181401.81,276102.91
2027,22423.35,521033.87,1627645.2,15241.97,184600.92,285528.42
2028,22085.32,525405.28,1690772.07,15636.85,187266.84,294273.99
2029,21752.78,531525.26,1777150.04,16146.0,190999.13,306424.6
2030,21316.27,535022.39,1839256.95,16521.26,193131.87,314613.07
2031,20993.97,541142.36,1911054.43,17032.46,196864.16,325551.98
2032,,,1987079.39,,,337570.02
2033,,,2061221.86,,,348890.57
2034,,,2139753.53,,,361316.56
2035,,,2209564.97,,,371150.03
2036,,,2290441.64,,,383957.67
