year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,87428.2283702,64696.8889939
2018,87428.2283702,64696.8889939
2019,87428.2283702,64696.8889939
2020,87428.2283702,64696.8889939
2021,87428.2283702,64696.8889939
2022,87428.2283702,64696.8889939
2023,87428.2283702,64696.8889939
2024,87428.2283702,64696.8889939
2025,87428.2283702,64696.8889939
2026,87428.2283702,64696.8889939
2027,87428.2283702,64696.8889939
2028,87428.2283702,64696.8889939
2029,87428.2283702,64696.8889939
2030,87428.2283702,64696.8889939
2031,87428.2283702,64696.8889939
