year,Base case cost,Modeled residential energy efficiency
2017,1016932.64261,690898.48334
2018,1125841.29406,777418.151135
2019,1263705.04989,885142.89051
2020,1358325.98299,965124.872756
2021,1458597.19699,1055062.70969
2022,1535775.06331,1124490.5432
2023,1605401.04625,1188949.83761
2024,1672979.84326,1252223.06083
2025,1744768.32542,1318844.85446
2026,1838846.54309,1406895.26884
2027,1913173.6113,1476055.64851
2028,1985046.06619,1543622.52962
2029,2083574.64458,1636123.30472
2030,2153870.02206,1702974.22318
2031,2236606.41159,1779682.80942
2032,2324649.40618,1860836.88596
2033,2410112.42516,1940272.10165
2034,2501070.09261,2024340.85105
2035,2580715.00847,2099680.19313
2036,2674399.30538,2186475.57199
