year,Base case cost,Modeled biomass for heat (cordwood)
2017,448133.540918,631319.089138
2018,480388.970918,655169.250308
2019,523863.680918,687315.11971
2020,544899.830918,702869.572646
2021,558923.930918,713239.207937
2022,570143.210918,721534.91617
2023,577155.260918,726719.733816
2024,582764.900918,730867.587932
2025,589776.950918,736052.405577
2026,599593.820918,743311.150281
2027,606605.870918,748495.967927
2028,612215.510918,752643.822043
2029,620629.970918,758865.603218
2030,626239.610918,763013.457334
2031,634654.070918,769235.238509
2032,,
2033,,
2034,,
2035,,
2036,,
