year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,151459.0,113466.153311
2018,151459.0,113466.153311
2019,151459.0,113466.153311
2020,151459.0,113466.153311
2021,151459.0,113466.153311
2022,151459.0,113466.153311
2023,151459.0,113466.153311
2024,151459.0,113466.153311
2025,151459.0,113466.153311
2026,151459.0,113466.153311
2027,151459.0,113466.153311
2028,151459.0,113466.153311
2029,151459.0,113466.153311
2030,151459.0,113466.153311
2031,151459.0,113466.153311
2032,,
2033,,
2034,,
2035,,
2036,,
