year,Base case diesel consumed,Modeled diesel efficiency
2019,27421.1042096,24928.2765542
2020,28249.1233921,25681.0212656
2021,29181.5127621,26528.6479656
2022,30327.4549315,27570.4135741
2023,31345.4804688,28495.8913352
2024,32623.8093108,29658.0084644
2025,33721.9995304,30656.3632095
2026,35050.4822499,31864.0747726
2027,36310.1038253,33009.1852957
2028,37637.35259,34215.7750818
2029,39262.543038,35693.2209436
2030,41035.8780254,37305.3436595
2031,42808.1039454,38916.4581321
2032,44802.5185286,40729.5622987
2033,46575.3140805,42341.1946187
2034,48495.6557105,44086.9597368
2035,50711.5790603,46101.4355094
2036,53075.2016106,48250.1832824
2037,55660.3874754,50600.3522503
2038,58393.3251401,53084.8410364
