year,Base case cost,Modeled non-residential energy efficiency
2017,2107693.73174,1867583.31241
2018,2150278.37687,1909330.97763
2019,2208635.1128,1966540.74107
2020,2237024.87622,1994372.51788
2021,2255951.38517,2012927.03575
2022,2271723.47596,2028389.13398
2023,2281186.73043,2037666.39292
2024,2290649.9849,2046943.65185
2025,2300113.23938,2056220.91079
2026,2312730.91201,2068590.58937
2027,2323771.37556,2079414.05813
2028,2331657.42096,2087145.10725
2029,2344275.09359,2099514.78583
2030,2350583.92991,2105699.62512
2031,2364778.81162,2119615.51352
