year,Base case cost,Modeled biomass for heat (cordwood)
2017,354614.473275,460689.698538
2018,395508.403275,491325.559933
2019,451548.233275,533308.036658
2020,478810.853275,553731.944254
2021,496985.933275,567347.882651
2022,512131.833275,578694.497982
2023,521219.373275,585502.467181
2024,530306.913275,592310.43638
2025,539394.453275,599118.405578
2026,551511.173275,608195.697843
2027,562113.303275,616138.328575
2028,569686.253275,621811.636241
2029,581802.973275,630888.928506
2030,587861.333275,635427.574638
2031,601492.643275,645639.528436
2032,,
2033,,
2034,,
2035,,
2036,,
