year,Base case cost,Modeled transmission and interties
2021,2794775.88414,
2022,2896657.99862,
2023,2958875.71167,
2024,3021895.5763,
2025,3084605.21656,
2026,3167952.16364,
2027,3241357.15833,
2028,3295333.24398,
2029,3380263.8126,
2030,3426129.74689,
2031,3522024.53106,
2032,3609043.20513,
2033,3695563.30432,
2034,3792958.2449,
2035,3861672.94259,
2036,3961469.90614,
2037,4022159.39485,
2038,4124235.76888,
2039,4207094.4819,
2040,4320929.09813,
