year,Base case cost,Modeled non-residential energy efficiency
2017,1684395.26732,1744116.94513
2018,1769559.06195,1815451.61269
2019,1887478.1622,1916670.86269
2020,1943162.18177,1961513.89826
2021,1979193.01796,1988644.65661
2022,2008672.79302,2009957.58124
2023,2028325.9764,2022475.20643
2024,2044703.62921,2032143.3274
2025,2064356.81259,2044907.81053
2026,2087285.52653,2060765.7974
2027,2106938.7099,2073765.70299
2028,2123316.36272,2083904.80095
2029,2146245.07666,2100103.61945
2030,2159347.19891,2107487.57501
2031,2182275.91285,2123900.50882
