year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,94068.83,929537.01,794976.99,224675.17,754858.26,583228.82
2018,101494.57,984587.41,852168.79,236534.45,784971.65,615765.0
2019,111382.32,1060811.04,931419.3,251984.71,826667.12,660547.21
2020,117288.13,1096805.53,984633.13,261526.18,846356.65,690016.36
2021,121984.65,1120096.08,1024186.18,269276.92,859096.94,711733.53
2022,126353.28,1139151.99,1067040.15,276546.78,869520.8,735017.68
2023,130142.55,1151855.93,1105706.27,282978.89,876470.05,755850.53
2024,133797.49,1162442.54,1143193.57,289225.82,882261.09,775960.85
2025,137785.3,1175146.48,1182858.53,295960.17,889210.33,797228.72
2026,142115.83,1189967.74,1224831.42,303191.04,897317.78,819710.91
2027,146284.6,1202671.68,1265582.08,310186.95,904267.03,841451.64
2028,150291.74,1213258.3,1311029.6,316955.64,910058.07,865576.46
2029,154966.71,1228079.56,1354756.98,324703.36,918165.52,888822.78
2030,158942.7,1236548.85,1399329.69,331456.43,922798.35,912357.47
2031,163837.92,1251370.11,1444203.57,339529.59,930905.8,936103.13
