year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,1660800,30000
2004,,0,0,0,0,1762200,0
2005,,0,0,0,0,1720200,42578
2006,,0,0,0,0,1821600,3495
2007,,0,0,0,0,1530364,412462
2008,,0,0,0,0,1748895,0
2009,,0,0,0,0,1845900,0
2010,,0,0,0,0,1883100,0
2011,,0,0,0,0,1600680,0
2012,,0,0,0,0,1081794,0
2013,,0,0,0,0,705420,0
2014,start of forecast,0,0,0,0,1129298,725702
2015,,0,0,0,0,972171,881829
2016,,0,0,0,0,935630,917370
2017,,0,0,0,0,1012366,839634
2018,,0,0,0,0,973389,878611
2019,,0,0,0,0,973795,878205
2020,,0,0,0,0,986517,865483
2021,,0,0,0,0,977900,874100
2022,,0,0,0,0,979404,873596
2023,,0,0,0,0,981273,871727
2024,,0,0,0,0,979526,873474
2025,,0,0,0,0,980068,873932
2026,,0,0,0,0,980289,873711
2027,,0,0,0,0,979961,875039
2028,,0,0,0,0,980106,874894
2029,,0,0,0,0,980119,876881
2030,,0,0,0,0,980062,877938
2031,,0,0,0,0,980095,878905
2032,,0,0,0,0,980092,878908
2033,,0,0,0,0,980083,877917
2034,,0,0,0,0,980090,877910
2035,,0,0,0,0,980088,877912
2036,,0,0,0,0,980087,877913
2037,,0,0,0,0,980088,877912
2038,,0,0,0,0,980088,876912
2039,,0,0,0,0,980088,876912
2040,,0,0,0,0,980088,875912
