year,Base case diesel consumed,Modeled residential energy efficiency
2017,37942.9231089,27293.7968955
2018,37942.9231089,27293.7968955
2019,37942.9231089,27293.7968955
2020,37942.9231089,27293.7968955
2021,37942.9231089,27293.7968955
2022,37942.9231089,27293.7968955
2023,36965.2998147,26316.1736013
2024,36965.2998147,26316.1736013
2025,36965.2998147,26316.1736013
2026,36965.2998147,26316.1736013
2027,36965.2998147,26316.1736013
2028,36965.2998147,26316.1736013
2029,36965.2998147,26316.1736013
2030,35987.6765205,25338.5503071
2031,35987.6765205,25338.5503071
2032,35987.6765205,25338.5503071
2033,35987.6765205,25338.5503071
2034,35987.6765205,25338.5503071
2035,36965.2998147,26316.1736013
2036,36965.2998147,26316.1736013
