year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,89427.0,77473.4883725
2018,89427.0,77473.4883725
2019,89427.0,77473.4883725
2020,89427.0,77473.4883725
2021,89427.0,77473.4883725
2022,89426.0,77472.4883725
2023,88448.0,76494.4883725
2024,88447.0,76493.4883725
2025,88447.0,76493.4883725
2026,88446.0,76492.4883725
2027,88445.0,76491.4883725
2028,88445.0,76491.4883725
2029,88443.0,76489.4883725
2030,87464.0,75510.4883725
2031,87464.0,75510.4883725
2032,87464.0,75510.4883725
2033,87464.0,75510.4883725
2034,87464.0,75510.4883725
2035,88442.0,76488.4883725
2036,88442.0,76488.4883725
