year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,69969.49,5611.8,45871.78,37942.92
2018,73217.6,5612.4,45871.78,37942.92
2019,73183.77,5612.2,45871.78,37942.92
2020,72123.62,5611.81,45871.78,37942.92
2021,72841.66,5611.65,45871.78,37942.92
2022,72799.68,5611.24,45871.78,37942.92
2023,72643.88,5610.85,45871.78,36965.3
2024,72789.52,5610.27,45871.78,36965.3
2025,72827.69,5609.64,45871.78,36965.3
2026,72809.25,5608.89,45871.78,36965.3
2027,72919.93,5608.28,45871.78,36965.3
2028,72907.85,5607.74,45871.78,36965.3
2029,73073.46,5605.92,45871.78,36965.3
2030,73161.52,5604.49,45871.78,35987.68
2031,73242.05,5603.66,45871.78,35987.68
2032,73242.34,5603.73,45871.78,35987.68
2033,73159.75,5604.06,45871.78,35987.68
2034,73159.16,5604.43,45871.78,35987.68
2035,73159.31,5604.71,45871.78,36965.3
2036,73159.41,5604.86,45871.78,36965.3
2037,73159.29,5604.96,45871.78,36965.3
2038,73076.0,5605.25,45871.78,36965.3
2039,73076.01,5605.84,45871.78,36965.3
2040,72992.66,5606.65,45871.78,36965.3
