year,Base case cost,Modeled water and wastewater efficiency
2017,53694.8377491,43315.6572663
2018,55440.5172288,44344.5474526
2019,57851.7647492,45807.9783866
2020,59026.083225,46469.6955128
2021,59810.0828485,46880.2538381
2022,60422.7889605,47181.6007665
2023,60867.3436302,47375.9307512
2024,61197.4429615,47497.9355823
2025,61639.2046677,47694.6509975
2026,62135.5463792,47928.8629346
2027,62577.3478571,48129.7886599
2028,62907.6132177,48260.2717984
2029,63391.1881402,48491.4482378
2030,63654.8747813,48581.9000578
2031,64205.5221727,48861.1756461
