year,Base case diesel consumed,Modeled diesel efficiency
2019,73183.7668038,66530.6970944
2020,72123.6211706,65566.9283369
2021,72841.6636184,66219.6941985
2022,72799.6838642,66181.5307857
2023,72643.8784399,66039.8894909
2024,72789.519752,66172.2906836
2025,72827.6940187,66206.9945625
2026,72809.2529591,66190.2299628
2027,72919.9333544,66290.848504
2028,72907.8489996,66279.8627269
2029,73073.4562155,66430.4147413
2030,73161.5239676,66510.4763342
2031,73242.054172,66583.6856109
2032,73242.344785,66583.9498046
2033,73159.752086,66508.8655327
2034,73159.1614588,66508.3285989
2035,73159.3083322,66508.4621201
2036,73159.4072923,66508.5520839
2037,73159.2923611,66508.447601
2038,73076.0026618,66432.7296926
