year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,45871.779535,33945.1168559
2018,45871.779535,33945.1168559
2019,45871.779535,33945.1168559
2020,45871.779535,33945.1168559
2021,45871.779535,33945.1168559
2022,45871.779535,33945.1168559
2023,45871.779535,33945.1168559
2024,45871.779535,33945.1168559
2025,45871.779535,33945.1168559
2026,45871.779535,33945.1168559
2027,45871.779535,33945.1168559
2028,45871.779535,33945.1168559
2029,45871.779535,33945.1168559
2030,45871.779535,33945.1168559
2031,45871.779535,33945.1168559
