year,Base case cost,Modeled diesel efficiency
2019,215892.112071,377755.275777
2020,227910.642899,384427.54759
2021,240377.489941,391607.074886
2022,248246.921977,394704.492673
2023,253527.135755,395543.152501
2024,258402.795119,396106.884035
2025,264364.529288,397748.628654
2026,270850.421008,399955.427342
2027,277095.746747,402030.001528
2028,281424.297139,402446.497885
2029,288640.152051,405570.28251
2030,292646.09587,405856.499376
2031,300292.422105,409530.800493
2032,306885.424649,412324.337064
2033,313855.336449,415535.520818
2034,321168.718804,419132.195061
2035,326290.515161,420808.046237
2036,333606.897253,424548.826773
2037,337995.930708,425696.595567
2038,345649.492591,429878.732972
