year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,7100.37978691,4615.24686149
2018,7102.3379305,4616.51965483
2019,7104.36386034,4617.83650922
2020,7106.47209254,4619.20686015
2021,7108.25910582,4620.36841878
2022,7110.7205856,4621.96838064
2023,7113.21396088,4623.58907457
2024,7114.97100971,4624.73115631
2025,7117.05267342,4626.08423773
2026,7118.79926799,4627.21952419
2027,7120.33924102,4628.22050666
2028,7121.78525884,4629.16041825
2029,7121.82794154,4629.188162
2030,7122.94834566,4629.91642468
2031,7124.45782154,4630.897584
