year,Base case diesel consumed,Modeled non-residential ashp
2017,9079.30013744,-10658.3088373
2018,9079.30013744,-10658.3088373
2019,9079.30013744,-10658.3088373
2020,9079.30013744,-10658.3088373
2021,9079.30013744,-10658.3088373
2022,9079.30013744,-10658.3088373
2023,9079.30013744,-10658.3088373
2024,9079.30013744,-10658.3088373
2025,9079.30013744,-10658.3088373
2026,9079.30013744,-10658.3088373
2027,9079.30013744,-10658.3088373
2028,9079.30013744,-10658.3088373
2029,9079.30013744,-10658.3088373
2030,9079.30013744,-10658.3088373
2031,9079.30013744,-10658.3088373
